report_id,hash,url,description,source,created,last_update
1176,18bbfd534c3e7b1c2d6af1698dd7073f3ce54450,https://attack.mitre.org/groups/g0070,[dark caracal](https://attack.mitre.org/groups/g0070) is threat group that has been attributed to the lebanese general directorate of general security (gdgs) and has operated since at least 2012. (citation: lookout dark caracal jan 2018),mitre,2019-07-12 17:04:40.751282+00,2019-07-12 17:04:40.751282+00
1177,d5c605fd42adb5312d17a54d246d8178a6a9094c,https://info.lookout.com/rs/051-esq-475/images/lookout_dark-caracal_srr_20180118_us_v.1.0.pdf,[dark caracal](https://attack.mitre.org/groups/g0070) is threat group that has been attributed to the lebanese general directorate of general security (gdgs) and has operated since at least 2012. (citation: lookout dark caracal jan 2018),mitre_external_reference,2019-07-12 17:05:55.904182+00,2019-07-12 17:05:55.904182+00
1178,f40d410895f3ec7fb1fd226d7c4ab72ad08e298a,https://attack.mitre.org/groups/g0011,[pittytiger](https://attack.mitre.org/groups/g0011) is a threat group believed to operate out of china that uses multiple different types of malware to maintain command and control. (citation: bizeul 2014) (citation: villeneuve 2014),mitre,2019-07-12 17:06:08.264543+00,2019-07-12 17:06:08.264543+00
1179,1572b2f30e9ccdf902bb6819e2ad32e6e0a09205,https://attack.mitre.org/groups/g0048,[rtm](https://attack.mitre.org/groups/g0048) is a cybercriminal group that has been active since at least 2015 and is primarily interested in users of remote banking systems in russia and neighboring countries. the group uses a trojan by the same name ([rtm](https://attack.mitre.org/software/s0148)). (citation: eset rtm feb 2017),mitre,2019-07-12 17:09:00.20141+00,2019-07-12 17:09:00.20141+00
1180,dc03a067735360acad3b1053e3fb9302e6609192,https://www.welivesecurity.com/wp-content/uploads/2017/02/read-the-manual.pdf,[rtm](https://attack.mitre.org/groups/g0048) is a cybercriminal group that has been active since at least 2015 and is primarily interested in users of remote banking systems in russia and neighboring countries. the group uses a trojan by the same name ([rtm](https://attack.mitre.org/software/s0148)). (citation: eset rtm feb 2017),mitre_external_reference,2019-07-12 17:09:10.360598+00,2019-07-12 17:09:10.360598+00
1181,879fe442bcf7d3701c562760fbfb7b7615430c80,https://attack.mitre.org/groups/g0014,[night dragon](https://attack.mitre.org/groups/g0014) is a campaign name for activity involving a threat group that has conducted activity originating primarily in china. (citation: mcafee night dragon),mitre,2019-07-12 17:09:21.373505+00,2019-07-12 17:09:21.373505+00
1182,ab30fe72cd2f89960800edaf410735894ae47821,https://securingtomorrow.mcafee.com/wp-content/uploads/2011/02/mcafee_nightdragon_wp_draft_to_customersv1-1.pdf,[night dragon](https://attack.mitre.org/groups/g0014) is a campaign name for activity involving a threat group that has conducted activity originating primarily in china. (citation: mcafee night dragon),mitre_external_reference,2019-07-12 17:09:38.017162+00,2019-07-12 17:09:38.017162+00
1183,dea5fb1e6725317f3abc2fbd488d2cb9667af675,https://attack.mitre.org/groups/g0079,[darkhydrus](https://attack.mitre.org/groups/g0079) is a threat group that has targeted government agencies and educational institutions in the middle east since at least 2016. the group heavily leverages open-source tools and custom payloads for carrying out attacks. (citation: unit 42 darkhydrus july 2018) (citation: unit 42 playbook dec 2017),mitre,2019-07-12 17:09:48.631082+00,2019-07-12 17:09:48.631082+00
1184,e94ee10313dd66379575961405186abac7538b9e,https://attack.mitre.org/groups/g0030,[lotus blossom](https://attack.mitre.org/groups/g0030) is a threat group that has targeted government and military organizations in southeast asia. (citation: lotus blossom jun 2015),mitre,2019-07-12 17:10:11.193307+00,2019-07-12 17:10:11.193307+00
1185,70fae1539b2e714ac6876d64dacbead9671fc003,https://www.accenture.com/t20180127t003755z_w_/us-en/_acnmedia/pdf-46/accenture-security-dragonfish-threat-analysis.pdf,[lotus blossom](https://attack.mitre.org/groups/g0030) is a threat group that has targeted government and military organizations in southeast asia. (citation: lotus blossom jun 2015),mitre_external_reference,2019-07-12 17:10:23.549496+00,2019-07-12 17:10:23.549496+00
1186,8927b46e04b1866909b8a2926e3e7be0cb8cdd7a,https://attack.mitre.org/groups/g0084,"[gallmaker](https://attack.mitre.org/groups/g0084) is a cyberespionage group that has targeted victims in the middle east and has been active since at least december 2017. the group has mainly targeted victims in the defense, military, and government sectors.(citation: symantec gallmaker oct 2018)",mitre,2019-07-12 17:10:35.139759+00,2019-07-12 17:10:35.139759+00
1187,46467ca3b35f4387e2229747ac1d6e6e4b76096a,https://attack.mitre.org/groups/g0072,"[honeybee](https://attack.mitre.org/groups/g0072) is a campaign led by an unknown actor that targets humanitarian aid organizations and has been active in vietnam, singapore, argentina, japans, indonesia, and canada. it has been an active operation since august of 2017 and as recently as february 2018. (citation: mcafee honeybee)",mitre,2019-07-12 17:10:55.935689+00,2019-07-12 17:10:55.935689+00
1188,7ac5ad0f60e944d41675b729156994843acdedef,https://attack.mitre.org/groups/g0073,"[apt19](https://attack.mitre.org/groups/g0073) is a chinese-based threat group that has targeted a variety of industries, including defense, finance, energy, pharmaceutical, telecommunications, high tech, education, manufacturing, and legal services. in 2017, a phishing campaign was used to target seven law and investment firms. (citation: fireeye apt19) some analysts track [apt19](https://attack.mitre.org/groups/g0073) and [deep panda](https://attack.mitre.org/groups/g0009) as the same group, but it is unclear from open source information if the groups are the same. (citation: icit china''s espionage jul 2016) (citation: fireeye apt groups) (citation: unit 42 c0d0so0 jan 2016)",mitre,2019-07-12 17:11:16.68301+00,2019-07-12 17:11:16.68301+00
1190,5577b94769d275c4b6ea616fb18e975780525b5c,https://attack.mitre.org/groups/g0076,"[thrip](https://attack.mitre.org/groups/g0076) is an espionage group that has targeted satellite communications, telecoms, and defense contractor companies in the u.s. and southeast asia. the group uses custom malware as well as '"living off the land'" techniques. (citation: symantec thrip june 2018)",mitre,2019-07-12 17:11:49.819307+00,2019-07-12 17:11:49.819307+00
1274,ada4b2f5330437939e914feb81a18f40cda838db,https://attack.mitre.org/groups/g0088,"[temp.veles](https://attack.mitre.org/groups/g0088) is a russia-based threat group that has targeted critical infrastructure. the group has been observed utilizing triton, a malware framework designed to manipulate industrial safety systems.(citation: fireeye triton 2019)(citation: fireeye temp.veles 2018)(citation: fireeye temp.veles json april 2019)",mitre,2019-07-12 17:32:52.367295+00,2019-07-12 17:32:52.367295+00
1426,36362e92d815e6185de04ad888381b9945b68c0d,https://app.box.com/s/g55oxdd3q63hyngbjm4fbipfct94wrye,"",groups_and_operations_sheet,2019-07-15 11:14:29.828013+00,2019-07-15 11:14:29.828013+00
1191,e996aa79e37f8b4d082c8562ad6dfd6cc6f71362,https://attack.mitre.org/groups/g0010,"[turla](https://attack.mitre.org/groups/g0010) is a russian-based threat group that has infected victims in over 45 countries, spanning a range of industries including government, embassies, military, education, research and pharmaceutical companies since 2004. heightened activity was seen in mid-2015. [turla](https://attack.mitre.org/groups/g0010) is known for conducting watering hole and spearphishing campaigns and leveraging in-house tools and malware. [turla](https://attack.mitre.org/groups/g0010)’s espionage platform is mainly used against windows machines, but has also been seen used against macos and linux machines. (citation: kaspersky turla) (citation: eset gazer aug 2017) (citation: crowdstrike venomous bear) (citation: eset turla mosquito jan 2018)",mitre,2019-07-12 17:12:09.486347+00,2019-07-12 17:12:09.486347+00
1192,2c5e1689900d6f92ec985be4f9f1df9f9b52de30,https://www.welivesecurity.com/wp-content/uploads/2017/08/eset-gazer.pdf,"[turla](https://attack.mitre.org/groups/g0010) is a russian-based threat group that has infected victims in over 45 countries, spanning a range of industries including government, embassies, military, education, research and pharmaceutical companies since 2004. heightened activity was seen in mid-2015. [turla](https://attack.mitre.org/groups/g0010) is known for conducting watering hole and spearphishing campaigns and leveraging in-house tools and malware. [turla](https://attack.mitre.org/groups/g0010)’s espionage platform is mainly used against windows machines, but has also been seen used against macos and linux machines. (citation: kaspersky turla) (citation: eset gazer aug 2017) (citation: crowdstrike venomous bear) (citation: eset turla mosquito jan 2018)",mitre_external_reference,2019-07-12 17:12:20.404582+00,2019-07-12 17:12:20.404582+00
1193,64ee9966b41640d4a8477e2bf5ad288422dd0829,https://www.welivesecurity.com/wp-content/uploads/2018/01/eset_turla_mosquito.pdf,"[turla](https://attack.mitre.org/groups/g0010) is a russian-based threat group that has infected victims in over 45 countries, spanning a range of industries including government, embassies, military, education, research and pharmaceutical companies since 2004. heightened activity was seen in mid-2015. [turla](https://attack.mitre.org/groups/g0010) is known for conducting watering hole and spearphishing campaigns and leveraging in-house tools and malware. [turla](https://attack.mitre.org/groups/g0010)’s espionage platform is mainly used against windows machines, but has also been seen used against macos and linux machines. (citation: kaspersky turla) (citation: eset gazer aug 2017) (citation: crowdstrike venomous bear) (citation: eset turla mosquito jan 2018)",mitre_external_reference,2019-07-12 17:12:25.130314+00,2019-07-12 17:12:25.130314+00
1194,db5431a5c9b6ac0af2d3d12e00a30b755fe6306f,http://www.symantec.com/content/en/us/enterprise/media/security_response/whitepapers/waterbug-attack-group.pdf,"[turla](https://attack.mitre.org/groups/g0010) is a russian-based threat group that has infected victims in over 45 countries, spanning a range of industries including government, embassies, military, education, research and pharmaceutical companies since 2004. heightened activity was seen in mid-2015. [turla](https://attack.mitre.org/groups/g0010) is known for conducting watering hole and spearphishing campaigns and leveraging in-house tools and malware. [turla](https://attack.mitre.org/groups/g0010)’s espionage platform is mainly used against windows machines, but has also been seen used against macos and linux machines. (citation: kaspersky turla) (citation: eset gazer aug 2017) (citation: crowdstrike venomous bear) (citation: eset turla mosquito jan 2018)",mitre_external_reference,2019-07-12 17:12:32.237173+00,2019-07-12 17:12:32.237173+00
1195,03bad14e0f5477b5123f2458aa4041df8491df7d,https://attack.mitre.org/groups/g0033,[poseidon group](https://attack.mitre.org/groups/g0033) is a portuguese-speaking threat group that has been active since at least 2005. the group has a history of using information exfiltrated from victims to blackmail victim companies into contracting the [poseidon group](https://attack.mitre.org/groups/g0033) as a security firm. (citation: kaspersky poseidon group),mitre,2019-07-12 17:12:45.973354+00,2019-07-12 17:12:45.973354+00
1196,bde94bafa4630cc64e556b128172a8d9b65b03dd,https://attack.mitre.org/groups/g0074,"[dragonfly 2.0](https://attack.mitre.org/groups/g0074) is a suspected russian group that has targeted government entities and multiple u.s. critical infrastructure sectors since at least march 2016. (citation: us-cert ta18-074a) (citation: symantec dragonfly sept 2017) there is debate over the extent of overlap between [dragonfly 2.0](https://attack.mitre.org/groups/g0074) and [dragonfly](https://attack.mitre.org/groups/g0035), but there is sufficient evidence to lead to these being tracked as two separate groups. (citation: fortune dragonfly 2.0 sept 2017)",mitre,2019-07-12 17:13:05.686781+00,2019-07-12 17:13:05.686781+00
1197,542a35dc6ff7509effccdfc17935023d69c8a73c,https://attack.mitre.org/groups/g0021,"[molerats](https://attack.mitre.org/groups/g0021) is a politically-motivated threat group that has been operating since 2012. the group''s victims have primarily been in the middle east, europe, and the united states. (citation: dustysky) (citation: dustysky2)",mitre,2019-07-12 17:13:29.778016+00,2019-07-12 17:13:29.778016+00
1198,9b7bf2d6c4a10dac7483c618562e701f42c1dc32,https://www.clearskysec.com/wp-content/uploads/2016/01/operation%20dustysky_tlp_white.pdf,"[molerats](https://attack.mitre.org/groups/g0021) is a politically-motivated threat group that has been operating since 2012. the group''s victims have primarily been in the middle east, europe, and the united states. (citation: dustysky) (citation: dustysky2)",mitre_external_reference,2019-07-12 17:13:40.277249+00,2019-07-12 17:13:40.277249+00
1199,a00dc576f03496351c6ec2989aac2a26891c4cff,http://www.clearskysec.com/wp-content/uploads/2016/06/operation-dustysky2_-6.2016_tlp_white.pdf,"[molerats](https://attack.mitre.org/groups/g0021) is a politically-motivated threat group that has been operating since 2012. the group''s victims have primarily been in the middle east, europe, and the united states. (citation: dustysky) (citation: dustysky2)",mitre_external_reference,2019-07-12 17:13:44.711785+00,2019-07-12 17:13:44.711785+00
1200,d2180530d87aa0d4ec63119a38750c4e273b05d9,https://attack.mitre.org/groups/g0019,"[naikon](https://attack.mitre.org/groups/g0019) is a threat group that has focused on targets around the south china sea. (citation: baumgartner naikon 2015) the group has been attributed to the chinese people’s liberation army’s (pla) chengdu military region second technical reconnaissance bureau (military unit cover designator 78020). (citation: camerashy) while [naikon](https://attack.mitre.org/groups/g0019) shares some characteristics with [apt30](https://attack.mitre.org/groups/g0013), the two groups do not appear to be exact matches. (citation: baumgartner golovkin naikon 2015)",mitre,2019-07-12 17:13:57.512173+00,2019-07-12 17:13:57.512173+00
1201,b91ed59b5aea02b712f1ea974fb4cf171ea8ba44,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07205555/thenaikonapt-msnmm1.pdf,"[naikon](https://attack.mitre.org/groups/g0019) is a threat group that has focused on targets around the south china sea. (citation: baumgartner naikon 2015) the group has been attributed to the chinese people’s liberation army’s (pla) chengdu military region second technical reconnaissance bureau (military unit cover designator 78020). (citation: camerashy) while [naikon](https://attack.mitre.org/groups/g0019) shares some characteristics with [apt30](https://attack.mitre.org/groups/g0013), the two groups do not appear to be exact matches. (citation: baumgartner golovkin naikon 2015)",mitre_external_reference,2019-07-12 17:14:08.30635+00,2019-07-12 17:14:08.30635+00
1202,dbd710751a6c32ba91401fb5e5623f46b4d2475f,http://cdn2.hubspot.net/hubfs/454298/project_camerashy_threatconnect_copyright_2015.pdf,"[naikon](https://attack.mitre.org/groups/g0019) is a threat group that has focused on targets around the south china sea. (citation: baumgartner naikon 2015) the group has been attributed to the chinese people’s liberation army’s (pla) chengdu military region second technical reconnaissance bureau (military unit cover designator 78020). (citation: camerashy) while [naikon](https://attack.mitre.org/groups/g0019) shares some characteristics with [apt30](https://attack.mitre.org/groups/g0013), the two groups do not appear to be exact matches. (citation: baumgartner golovkin naikon 2015)",mitre_external_reference,2019-07-12 17:14:12.935181+00,2019-07-12 17:14:12.935181+00
1203,cc0801aa37735cf96bd0a35082ad2687661e6ade,https://attack.mitre.org/groups/g0086,"[stolen pencil](https://attack.mitre.org/groups/g0086) is a threat group likely originating from dprk that has been active since at least may 2018. the group appears to have targeted academic institutions, but its motives remain unclear.(citation: netscout stolen pencil dec 2018)",mitre,2019-07-12 17:14:29.254912+00,2019-07-12 17:14:29.254912+00
1204,f071e6c61effe105e4220a5535007226e6cce7bb,https://attack.mitre.org/groups/g0071,"[orangeworm](https://attack.mitre.org/groups/g0071) is a group that has targeted organizations in the healthcare sector in the united states, europe, and asia since at least 2015, likely for the purpose of corporate espionage. (citation: symantec orangeworm april 2018)",mitre,2019-07-12 17:14:50.271247+00,2019-07-12 17:14:50.271247+00
1205,9f4d3c720314527ab56b09634dfc35eef99119d6,https://attack.mitre.org/groups/g0031,"[dust storm](https://attack.mitre.org/groups/g0031) is a threat group that has targeted multiple industries in japan, south korea, the united states, europe, and several southeast asian countries. (citation: cylance dust storm)",mitre,2019-07-12 17:15:11.153043+00,2019-07-12 17:15:11.153043+00
1206,1f2ea204034dae0f88c3289683824b3065ba9748,https://www.cylance.com/content/dam/cylance/pdfs/reports/op_dust_storm_report.pdf,"[dust storm](https://attack.mitre.org/groups/g0031) is a threat group that has targeted multiple industries in japan, south korea, the united states, europe, and several southeast asian countries. (citation: cylance dust storm)",mitre_external_reference,2019-07-12 17:15:22.473757+00,2019-07-12 17:15:22.473757+00
1207,0841d55f2529d730310ff8214641a22e44c3beea,https://attack.mitre.org/groups/g0034,"[sandworm team](https://attack.mitre.org/groups/g0034) is a russian cyber espionage group that has operated since approximately 2009. the group likely consists of russian pro-hacktivists. [sandworm team](https://attack.mitre.org/groups/g0034) targets mainly ukrainian entities associated with energy, industrial control systems, scada, government, and media. [sandworm team](https://attack.mitre.org/groups/g0034) has been linked to the ukrainian energy sector attack in late 2015.
 (citation: isight sandworm 2014) (citation: crowdstrike voodoo bear)",mitre,2019-07-12 17:15:33.079103+00,2019-07-12 17:15:33.079103+00
1208,efd7b3a3a2bf6e3976411347dc9101fea70c9405,https://www.f-secure.com/documents/996508/1030745/blackenergy_whitepaper.pdf,"[sandworm team](https://attack.mitre.org/groups/g0034) is a russian cyber espionage group that has operated since approximately 2009. the group likely consists of russian pro-hacktivists. [sandworm team](https://attack.mitre.org/groups/g0034) targets mainly ukrainian entities associated with energy, industrial control systems, scada, government, and media. [sandworm team](https://attack.mitre.org/groups/g0034) has been linked to the ukrainian energy sector attack in late 2015.
 (citation: isight sandworm 2014) (citation: crowdstrike voodoo bear)",mitre_external_reference,2019-07-12 17:15:44.994015+00,2019-07-12 17:15:44.994015+00
1209,943c5d1bcde9041e4a823ec5152ee65cbf1f224e,https://attack.mitre.org/groups/g0082,"[apt38](https://attack.mitre.org/groups/g0082) is a financially-motivated threat group that is backed by the north korean regime. the group mainly targets banks and financial institutions and has targeted more than 16 organizations in at least 13 countries since at least 2014.(citation: fireeye apt38 oct 2018)

north korean group definitions are known to have significant overlap, and the name [lazarus group](https://attack.mitre.org/groups/g0032) is known to encompass a broad range of activity. some organizations use the name lazarus group to refer to any activity attributed to north korea.(citation: us-cert hidden cobra june 2017) some organizations track north korean clusters or groups such as bluenoroff,(citation: kaspersky lazarus under the hood blog 2017) [apt37](https://attack.mitre.org/groups/g0067), and [apt38](https://attack.mitre.org/groups/g0082) separately, while other organizations may track some activity associated with those group names by the name lazarus group.",mitre,2019-07-12 17:15:57.184262+00,2019-07-12 17:15:57.184262+00
1210,9cf7ab440101d4711fd8944192e16d6e1962bd41,https://attack.mitre.org/groups/g0051,[fin10](https://attack.mitre.org/groups/g0051) is a financially motivated threat group that has targeted organizations in north america since at least 2013 through 2016. the group uses stolen data exfiltrated from victims to extort organizations. (citation: fireeye fin10 june 2017),mitre,2019-07-12 17:16:18.094425+00,2019-07-12 17:16:18.094425+00
1211,45e5e8199a0cc4d393f49136a3f20bc8558243a4,https://www2.fireeye.com/rs/848-did-242/images/rpt-fin10.pdf,[fin10](https://attack.mitre.org/groups/g0051) is a financially motivated threat group that has targeted organizations in north america since at least 2013 through 2016. the group uses stolen data exfiltrated from victims to extort organizations. (citation: fireeye fin10 june 2017),mitre_external_reference,2019-07-12 17:16:28.12238+00,2019-07-12 17:16:28.12238+00
1212,ea4609ff91b9f37fc900ee690b4b52df2918dd20,https://attack.mitre.org/groups/g0026,"[apt18](https://attack.mitre.org/groups/g0026) is a threat group that has operated since at least 2009 and has targeted a range of industries, including technology, manufacturing, human rights groups, government, and medical. (citation: dell lateral movement)",mitre,2019-07-12 17:16:40.482317+00,2019-07-12 17:16:40.482317+00
1213,97e2f88070e5c85b434ca2d938cfdc9d0dc154aa,https://attack.mitre.org/groups/g0067,"[apt37](https://attack.mitre.org/groups/g0067) is a suspected north korean cyber espionage group that has been active since at least 2012. the group has targeted victims primarily in south korea, but also in japan, vietnam, russia, nepal, china, india, romania, kuwait, and other parts of the middle east. [apt37](https://attack.mitre.org/groups/g0067) has also been linked to following campaigns between 2016-2018: operation daybreak, operation erebus, golden time, evil new year, are you happy?, freemilk, northern korean human rights, and evil new year 2018. (citation: fireeye apt37 feb 2018) (citation: securelist scarcruft jun 2016) (citation: talos group123)

north korean group definitions are known to have significant overlap, and the name [lazarus group](https://attack.mitre.org/groups/g0032) is known to encompass a broad range of activity. some organizations use the name lazarus group to refer to any activity attributed to north korea.(citation: us-cert hidden cobra june 2017) some organizations track north korean clusters or groups such as bluenoroff,(citation: kaspersky lazarus under the hood blog 2017), [apt37](https://attack.mitre.org/groups/g0067), and [apt38](https://attack.mitre.org/groups/g0082) separately, while other organizations may track some activity associated with those group names by the name lazarus group.",mitre,2019-07-12 17:17:03.356177+00,2019-07-12 17:17:03.356177+00
1427,5d35cb4f5d30b37da625e2919b1e543de316456e,http://www.trendmicro.com/cloud-content/us/pdfs/security-intelligence/white-papers/wp-operation-pawn-storm.pdf,"",groups_and_operations_sheet,2019-07-15 11:14:33.803597+00,2019-07-15 11:14:33.803597+00
1214,8742755080062ec87eb6ae0059fd7925cde83a9b,https://www2.fireeye.com/rs/848-did-242/images/rpt_apt37.pdf,"[apt37](https://attack.mitre.org/groups/g0067) is a suspected north korean cyber espionage group that has been active since at least 2012. the group has targeted victims primarily in south korea, but also in japan, vietnam, russia, nepal, china, india, romania, kuwait, and other parts of the middle east. [apt37](https://attack.mitre.org/groups/g0067) has also been linked to following campaigns between 2016-2018: operation daybreak, operation erebus, golden time, evil new year, are you happy?, freemilk, northern korean human rights, and evil new year 2018. (citation: fireeye apt37 feb 2018) (citation: securelist scarcruft jun 2016) (citation: talos group123)

north korean group definitions are known to have significant overlap, and the name [lazarus group](https://attack.mitre.org/groups/g0032) is known to encompass a broad range of activity. some organizations use the name lazarus group to refer to any activity attributed to north korea.(citation: us-cert hidden cobra june 2017) some organizations track north korean clusters or groups such as bluenoroff,(citation: kaspersky lazarus under the hood blog 2017), [apt37](https://attack.mitre.org/groups/g0067), and [apt38](https://attack.mitre.org/groups/g0082) separately, while other organizations may track some activity associated with those group names by the name lazarus group.",mitre_external_reference,2019-07-12 17:17:13.586045+00,2019-07-12 17:17:13.586045+00
1215,bbcb7aea45ee168e0a3455ecef549279ed7c3cdf,https://attack.mitre.org/groups/g0042,"",mitre,2019-07-12 17:17:30.354193+00,2019-07-12 17:17:30.354193+00
1216,a5e6cb89c1079c5ff166b3c099f90a0a9a3ac22c,https://attack.mitre.org/groups/g0001,"[axiom](https://attack.mitre.org/groups/g0001) is a cyber espionage group suspected to be associated with the chinese government. it is responsible for the operation smn campaign. (citation: novetta-axiom) though both this group and [winnti group](https://attack.mitre.org/groups/g0044) use the malware [winnti](https://attack.mitre.org/software/s0141), the two groups appear to be distinct based on differences in reporting on the groups'' ttps and targeting. (citation: kaspersky winnti april 2013) (citation: kaspersky winnti june 2015) (citation: novetta winnti april 2015)",mitre,2019-07-12 17:17:49.489948+00,2019-07-12 17:17:49.489948+00
1217,443a451a3fdfefd5b7534cf2720eeb0ce07bf008,http://www.novetta.com/wp-content/uploads/2014/11/executive_summary-final_1.pdf,"[axiom](https://attack.mitre.org/groups/g0001) is a cyber espionage group suspected to be associated with the chinese government. it is responsible for the operation smn campaign. (citation: novetta-axiom) though both this group and [winnti group](https://attack.mitre.org/groups/g0044) use the malware [winnti](https://attack.mitre.org/software/s0141), the two groups appear to be distinct based on differences in reporting on the groups'' ttps and targeting. (citation: kaspersky winnti april 2013) (citation: kaspersky winnti june 2015) (citation: novetta winnti april 2015)",mitre_external_reference,2019-07-12 17:17:59.121199+00,2019-07-12 17:17:59.121199+00
1219,03fed8fbd268fc72c58fa0659b760d6240d3834b,https://attack.mitre.org/groups/g0005,[apt12](https://attack.mitre.org/groups/g0005) is a threat group that has been attributed to china. (citation: meyers numbered panda),mitre,2019-07-12 17:18:11.87279+00,2019-07-12 17:18:11.87279+00
1220,79aabb4dc355e80cb37792b559d6df24ed632327,https://attack.mitre.org/groups/g0008,"[carbanak](https://attack.mitre.org/groups/g0008) is a threat group that mainly targets banks. it also refers to malware of the same name ([carbanak](https://attack.mitre.org/software/s0030)). it is sometimes referred to as [fin7](https://attack.mitre.org/groups/g0046), but these appear to be two groups using the same [carbanak](https://attack.mitre.org/software/s0030) malware and are therefore tracked separately. (citation: kaspersky carbanak) (citation: fireeye fin7 april 2017)",mitre,2019-07-12 17:18:32.646094+00,2019-07-12 17:18:32.646094+00
1221,7d4f77e0ed23b61a33a96469a8c5d411ca1aac01,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/08064518/carbanak_apt_eng.pdf,"[carbanak](https://attack.mitre.org/groups/g0008) is a threat group that mainly targets banks. it also refers to malware of the same name ([carbanak](https://attack.mitre.org/software/s0030)). it is sometimes referred to as [fin7](https://attack.mitre.org/groups/g0046), but these appear to be two groups using the same [carbanak](https://attack.mitre.org/software/s0030) malware and are therefore tracked separately. (citation: kaspersky carbanak) (citation: fireeye fin7 april 2017)",mitre_external_reference,2019-07-12 17:18:43.149854+00,2019-07-12 17:18:43.149854+00
1222,1f2afdea7527604eb08a85527e20f19b5a8e39e4,https://attack.mitre.org/groups/g0002,"[moafee](https://attack.mitre.org/groups/g0002) is a threat group that appears to operate from the guandong province of china. due to overlapping ttps, including similar custom tools, moafee is thought to have a direct or indirect relationship with the threat group [dragonok](https://attack.mitre.org/groups/g0017). (citation: haq 2014)",mitre,2019-07-12 17:18:57.625294+00,2019-07-12 17:18:57.625294+00
1223,92e819975b29496bdce22df15644b37278eb39fd,https://attack.mitre.org/groups/g0024,[putter panda](https://attack.mitre.org/groups/g0024) is a chinese threat group that has been attributed to unit 61486 of the 12th bureau of the pla’s 3rd general staff department (gsd). (citation: crowdstrike putter panda),mitre,2019-07-12 17:19:17.349659+00,2019-07-12 17:19:17.349659+00
1225,ada5d1cc500d24dfcb51cbb659f3cfeb55d0a3ce,https://attack.mitre.org/groups/g0057,"",mitre,2019-07-12 17:19:41.507623+00,2019-07-12 17:19:41.507623+00
1226,2e966938266f9e0dd3274b62b7970f27a5b66fb3,https://attack.mitre.org/groups/g0046,"[fin7](https://attack.mitre.org/groups/g0046) is a financially-motivated threat group that has primarily targeted the u.s. retail, restaurant, and hospitality sectors since mid-2015. they often use point-of-sale malware. a portion of [fin7](https://attack.mitre.org/groups/g0046) was run out of a front company called combi security. [fin7](https://attack.mitre.org/groups/g0046) is sometimes referred to as [carbanak](https://attack.mitre.org/groups/g0008) group, but these appear to be two groups using the same [carbanak](https://attack.mitre.org/software/s0030) malware and are therefore tracked separately. (citation: fireeye fin7 march 2017) (citation: fireeye fin7 april 2017) (citation: fireeye carbanak june 2017) (citation: fireeye fin7 aug 2018)",mitre,2019-07-12 17:20:00.603935+00,2019-07-12 17:20:00.603935+00
1227,a1fb0016319ab166401f9dc196897900087cf940,https://attack.mitre.org/groups/g0055,"[neodymium](https://attack.mitre.org/groups/g0055) is an activity group that conducted a campaign in may 2016 and has heavily targeted turkish victims. the group has demonstrated similarity to another activity group called [promethium](https://attack.mitre.org/groups/g0056) due to overlapping victim and campaign characteristics. (citation: microsoft neodymium dec 2016) (citation: microsoft sir vol 21) [neodymium](https://attack.mitre.org/groups/g0055) is reportedly associated closely with [blackoasis](https://attack.mitre.org/groups/g0063) operations, but evidence that the group names are aliases has not been identified. (citation: cyberscoop blackoasis oct 2017)",mitre,2019-07-12 17:20:22.565664+00,2019-07-12 17:20:22.565664+00
1276,e132acd1394d93df7612b5b1934c8c7d03e8c529,https://attack.mitre.org/groups/g0061,"[fin8](https://attack.mitre.org/groups/g0061) is a financially motivated threat group known to launch tailored spearphishing campaigns targeting the retail, restaurant, and hospitality industries. (citation: fireeye obfuscation june 2017) (citation: fireeye fin8 may 2016)",mitre,2019-07-12 17:33:35.400328+00,2019-07-12 17:33:35.400328+00
1428,8f6d47d7261f87a25b93801d2dc76b52358c6cf6,https://www2.fireeye.com/rs/848-did-242/images/wp-mandiant-matryoshka-mining.pdf,"",groups_and_operations_sheet,2019-07-15 11:14:42.029559+00,2019-07-15 11:14:42.029559+00
1229,69f3cdd6de60aa4765b0a597d5263f3f530ca688,https://attack.mitre.org/groups/g0049,"[oilrig](https://attack.mitre.org/groups/g0049) is a threat group with suspected iranian origins that has targeted middle eastern and international victims since at least 2014. the group has targeted a variety of industries, including financial, government, energy, chemical, and telecommunications, and has largely focused its operations within the middle east. it appears the group carries out supply chain attacks, leveraging the trust relationship between organizations to attack their primary targets. fireeye assesses that the group works on behalf of the iranian government based on infrastructure details that contain references to iran, use of iranian infrastructure, and targeting that aligns with nation-state interests. (citation: palo alto oilrig april 2017) (citation: clearsky oilrig jan 2017) (citation: palo alto oilrig may 2016) (citation: palo alto oilrig oct 2016) (citation: unit 42 playbook dec 2017) (citation: fireeye apt34 dec 2017)(citation: unit 42 quadagent july 2018) this group was previously tracked under two distinct groups, apt34 and oilrig, but was combined due to additional reporting giving higher confidence about the overlap of the activity.",mitre,2019-07-12 17:20:57.517498+00,2019-07-12 17:20:57.517498+00
