report_id,hash,url,description,source,created,last_update
5307,9eeaf6e145f2aaf03febf10847f825c4a86df901,https://researchcenter.paloaltonetworks.com/2018/01/unit42-the-tophat-campaign-attacks-within-the-middle-east-region-using-popular-third-party-services/,"",groups_and_operations_sheet,2019-03-20 15:50:52.455143+01,2019-03-20 15:50:52.455143+01
5481,ed19e5c293f8acef03e89ade53f179c941155479,https://app.box.com/s/9wmebk32ymd1d6ryvl84wlqbpsi8rw5e,new wave of cyberattacks against ukrainian power industry,aptnotes,2019-03-20 16:06:42.441845+01,2019-03-20 16:06:42.441845+01
4840,506c492ac2dc798b3e7fd8bc63c15dbc005140dd,https://www.fireeye.com/content/dam/fireeye-www/services/pdfs/mandiant-apt1-report.pdf,"[apt1](https://attack.mitre.org/groups/g0006) is a chinese threat group that has been attributed to the 2nd bureau of the people’s liberation army (pla) general staff department’s (gsd) 3rd department, commonly known by its military unit cover designator (mucd) as unit 61398. (citation: mandiant apt1)",mitre_external_reference,2019-03-20 15:26:39.464736+01,2019-03-20 15:26:39.464736+01
4841,ddadffb91053c4d19590e2035c8eeed14fceca60,http://cdn0.vox-cdn.com/assets/4589853/crowdstrike-intelligence-report-putter-panda.original.pdf,"[apt1](https://attack.mitre.org/groups/g0006) is a chinese threat group that has been attributed to the 2nd bureau of the people’s liberation army (pla) general staff department’s (gsd) 3rd department, commonly known by its military unit cover designator (mucd) as unit 61398. (citation: mandiant apt1)",mitre_external_reference,2019-03-20 15:26:42.953487+01,2019-03-20 15:26:42.953487+01
4842,0bc7f3c27ea6bf2c4c3bdaf6bebcdde327f68307,https://attack.mitre.org/groups/g0047,[gamaredon group](https://attack.mitre.org/groups/g0047) is a threat group that has been active since at least 2013 and has targeted individuals likely involved in the ukrainian government. (citation: palo alto gamaredon feb 2017),mitre,2019-03-20 15:26:51.299618+01,2019-03-20 15:26:51.299618+01
4843,b9265ff574f2052c7cd92c68de7c220d85168166,https://researchcenter.paloaltonetworks.com/2017/02/unit-42-title-gamaredon-group-toolset-evolution/,[gamaredon group](https://attack.mitre.org/groups/g0047) is a threat group that has been active since at least 2013 and has targeted individuals likely involved in the ukrainian government. (citation: palo alto gamaredon feb 2017),mitre_external_reference,2019-03-20 15:27:01.853491+01,2019-03-20 15:27:01.853491+01
4844,b707f53e7f893a6bb5c88a7da95a7adf2001f52c,https://attack.mitre.org/groups/g0046,"[fin7](https://attack.mitre.org/groups/g0046) is a financially-motivated threat group that has primarily targeted the u.s. retail, restaurant, and hospitality sectors since mid-2015. they often use point-of-sale malware. a portion of [fin7](https://attack.mitre.org/groups/g0046) was run out of a front company called combi security. [fin7](https://attack.mitre.org/groups/g0046) is sometimes referred to as [carbanak](https://attack.mitre.org/groups/g0008) group, but these appear to be two groups using the same [carbanak](https://attack.mitre.org/software/s0030) malware and are therefore tracked separately. (citation: fireeye fin7 march 2017) (citation: fireeye fin7 april 2017) (citation: fireeye carbanak june 2017) (citation: fireeye fin7 aug 2018)",mitre,2019-03-20 15:27:02.5657+01,2019-03-20 15:27:02.5657+01
4845,48ca2a85dec643992b6d57e3483135d41095475c,https://www.fireeye.com/blog/threat-research/2017/03/fin7_spear_phishing.html,"[fin7](https://attack.mitre.org/groups/g0046) is a financially-motivated threat group that has primarily targeted the u.s. retail, restaurant, and hospitality sectors since mid-2015. they often use point-of-sale malware. a portion of [fin7](https://attack.mitre.org/groups/g0046) was run out of a front company called combi security. [fin7](https://attack.mitre.org/groups/g0046) is sometimes referred to as [carbanak](https://attack.mitre.org/groups/g0008) group, but these appear to be two groups using the same [carbanak](https://attack.mitre.org/software/s0030) malware and are therefore tracked separately. (citation: fireeye fin7 march 2017) (citation: fireeye fin7 april 2017) (citation: fireeye carbanak june 2017) (citation: fireeye fin7 aug 2018)",mitre_external_reference,2019-03-20 15:27:09.03942+01,2019-03-20 15:27:09.03942+01
4846,fc7f5a1a06157fb640d7374363cdb612dcd0b16d,https://www.fireeye.com/blog/threat-research/2017/04/fin7-phishing-lnk.html,"[fin7](https://attack.mitre.org/groups/g0046) is a financially-motivated threat group that has primarily targeted the u.s. retail, restaurant, and hospitality sectors since mid-2015. they often use point-of-sale malware. a portion of [fin7](https://attack.mitre.org/groups/g0046) was run out of a front company called combi security. [fin7](https://attack.mitre.org/groups/g0046) is sometimes referred to as [carbanak](https://attack.mitre.org/groups/g0008) group, but these appear to be two groups using the same [carbanak](https://attack.mitre.org/software/s0030) malware and are therefore tracked separately. (citation: fireeye fin7 march 2017) (citation: fireeye fin7 april 2017) (citation: fireeye carbanak june 2017) (citation: fireeye fin7 aug 2018)",mitre_external_reference,2019-03-20 15:27:10.088763+01,2019-03-20 15:27:10.088763+01
4847,c906b10ec8080a3df57b1e0c845202041856478e,http://blog.morphisec.com/fin7-attacks-restaurant-industry,"[fin7](https://attack.mitre.org/groups/g0046) is a financially-motivated threat group that has primarily targeted the u.s. retail, restaurant, and hospitality sectors since mid-2015. they often use point-of-sale malware. a portion of [fin7](https://attack.mitre.org/groups/g0046) was run out of a front company called combi security. [fin7](https://attack.mitre.org/groups/g0046) is sometimes referred to as [carbanak](https://attack.mitre.org/groups/g0008) group, but these appear to be two groups using the same [carbanak](https://attack.mitre.org/software/s0030) malware and are therefore tracked separately. (citation: fireeye fin7 march 2017) (citation: fireeye fin7 april 2017) (citation: fireeye carbanak june 2017) (citation: fireeye fin7 aug 2018)",mitre_external_reference,2019-03-20 15:27:10.609809+01,2019-03-20 15:27:10.609809+01
4848,498e10d10ce241df5f6066379abb8de14629d114,https://www.fireeye.com/blog/threat-research/2017/05/fin7-shim-databases-persistence.html,"[fin7](https://attack.mitre.org/groups/g0046) is a financially-motivated threat group that has primarily targeted the u.s. retail, restaurant, and hospitality sectors since mid-2015. they often use point-of-sale malware. a portion of [fin7](https://attack.mitre.org/groups/g0046) was run out of a front company called combi security. [fin7](https://attack.mitre.org/groups/g0046) is sometimes referred to as [carbanak](https://attack.mitre.org/groups/g0008) group, but these appear to be two groups using the same [carbanak](https://attack.mitre.org/software/s0030) malware and are therefore tracked separately. (citation: fireeye fin7 march 2017) (citation: fireeye fin7 april 2017) (citation: fireeye carbanak june 2017) (citation: fireeye fin7 aug 2018)",mitre_external_reference,2019-03-20 15:27:11.191662+01,2019-03-20 15:27:11.191662+01
4849,737dc4e9c0a17fd91dc43818b312a52c8e9102cc,https://www.fireeye.com/blog/threat-research/2017/06/behind-the-carbanak-backdoor.html,"[fin7](https://attack.mitre.org/groups/g0046) is a financially-motivated threat group that has primarily targeted the u.s. retail, restaurant, and hospitality sectors since mid-2015. they often use point-of-sale malware. a portion of [fin7](https://attack.mitre.org/groups/g0046) was run out of a front company called combi security. [fin7](https://attack.mitre.org/groups/g0046) is sometimes referred to as [carbanak](https://attack.mitre.org/groups/g0008) group, but these appear to be two groups using the same [carbanak](https://attack.mitre.org/software/s0030) malware and are therefore tracked separately. (citation: fireeye fin7 march 2017) (citation: fireeye fin7 april 2017) (citation: fireeye carbanak june 2017) (citation: fireeye fin7 aug 2018)",mitre_external_reference,2019-03-20 15:27:11.255889+01,2019-03-20 15:27:11.255889+01
4915,9f35395b5a47dcf5e5689b1d14fa53c0f69b8aa5,https://attack.mitre.org/groups/g0079,[darkhydrus](https://attack.mitre.org/groups/g0079) is a threat group that has targeted government agencies and educational institutions in the middle east since at least 2016. the group heavily leverages open-source tools and custom payloads for carrying out attacks. (citation: unit 42 darkhydrus july 2018) (citation: unit 42 playbook dec 2017),mitre,2019-03-20 15:33:57.694597+01,2019-03-20 15:33:57.694597+01
4850,9b015d6d9c4b10d10e23a93c5ba48c5c1c5daea0,https://www.fireeye.com/blog/threat-research/2018/08/fin7-pursuing-an-enigmatic-and-evasive-global-criminal-operation.html,"[fin7](https://attack.mitre.org/groups/g0046) is a financially-motivated threat group that has primarily targeted the u.s. retail, restaurant, and hospitality sectors since mid-2015. they often use point-of-sale malware. a portion of [fin7](https://attack.mitre.org/groups/g0046) was run out of a front company called combi security. [fin7](https://attack.mitre.org/groups/g0046) is sometimes referred to as [carbanak](https://attack.mitre.org/groups/g0008) group, but these appear to be two groups using the same [carbanak](https://attack.mitre.org/software/s0030) malware and are therefore tracked separately. (citation: fireeye fin7 march 2017) (citation: fireeye fin7 april 2017) (citation: fireeye carbanak june 2017) (citation: fireeye fin7 aug 2018)",mitre_external_reference,2019-03-20 15:27:12.169807+01,2019-03-20 15:27:12.169807+01
4851,eedb0914e420e5f839f5d4d49297660b50539c65,https://attack.mitre.org/groups/g0002,"[moafee](https://attack.mitre.org/groups/g0002) is a threat group that appears to operate from the guandong province of china. due to overlapping ttps, including similar custom tools, moafee is thought to have a direct or indirect relationship with the threat group [dragonok](https://attack.mitre.org/groups/g0017). (citation: haq 2014)",mitre,2019-03-20 15:27:13.384119+01,2019-03-20 15:27:13.384119+01
4852,cdf649c5af802fcafecf4a7b4f79b9c1d01a7b4a,https://www.fireeye.com/blog/threat-research/2014/09/the-path-to-mass-producing-cyber-attacks.html,"[moafee](https://attack.mitre.org/groups/g0002) is a threat group that appears to operate from the guandong province of china. due to overlapping ttps, including similar custom tools, moafee is thought to have a direct or indirect relationship with the threat group [dragonok](https://attack.mitre.org/groups/g0017). (citation: haq 2014)",mitre_external_reference,2019-03-20 15:27:21.073902+01,2019-03-20 15:27:21.073902+01
4853,fc0e28ba442604d09a94aa28381b893c86c71cb2,https://attack.mitre.org/groups/g0069,"[muddywater](https://attack.mitre.org/groups/g0069) is an iranian threat group that has primarily targeted middle eastern nations. activity from this group was previously linked to [fin7](https://attack.mitre.org/groups/g0046), but is believed to be a distinct group motivated by espionage. (citation: unit 42 muddywater nov 2017)",mitre,2019-03-20 15:27:21.141213+01,2019-03-20 15:27:21.141213+01
4854,1a4caf60fbd4c152fc84399f90acca348444ebf6,https://researchcenter.paloaltonetworks.com/2017/11/unit42-muddying-the-water-targeted-attacks-in-the-middle-east/,"[muddywater](https://attack.mitre.org/groups/g0069) is an iranian threat group that has primarily targeted middle eastern nations. activity from this group was previously linked to [fin7](https://attack.mitre.org/groups/g0046), but is believed to be a distinct group motivated by espionage. (citation: unit 42 muddywater nov 2017)",mitre_external_reference,2019-03-20 15:27:30.432413+01,2019-03-20 15:27:30.432413+01
4855,f467b3b12d7722d5e578e2e1685d90b9f4bf11b1,https://www.fireeye.com/blog/threat-research/2018/03/iranian-threat-group-updates-ttps-in-spear-phishing-campaign.html,"[muddywater](https://attack.mitre.org/groups/g0069) is an iranian threat group that has primarily targeted middle eastern nations. activity from this group was previously linked to [fin7](https://attack.mitre.org/groups/g0046), but is believed to be a distinct group motivated by espionage. (citation: unit 42 muddywater nov 2017)",mitre_external_reference,2019-03-20 15:27:31.720627+01,2019-03-20 15:27:31.720627+01
4856,2e3e6d12f9de66a004111238720c95a0bd5cbe14,https://attack.mitre.org/groups/g0071,"[orangeworm](https://attack.mitre.org/groups/g0071) is a group that has targeted organizations in the healthcare sector in the united states, europe, and asia since at least 2015, likely for the purpose of corporate espionage. (citation: symantec orangeworm april 2018)",mitre,2019-03-20 15:27:32.2265+01,2019-03-20 15:27:32.2265+01
4857,274e154708ff201dbac78f306e4c0d4eb6dddba9,https://www.symantec.com/blogs/threat-intelligence/orangeworm-targets-healthcare-us-europe-asia,"[orangeworm](https://attack.mitre.org/groups/g0071) is a group that has targeted organizations in the healthcare sector in the united states, europe, and asia since at least 2015, likely for the purpose of corporate espionage. (citation: symantec orangeworm april 2018)",mitre_external_reference,2019-03-20 15:27:39.540787+01,2019-03-20 15:27:39.540787+01
4858,90e4818e5039c8ce157525420d417fe454f8f6bf,https://attack.mitre.org/groups/g0040,"[patchwork](https://attack.mitre.org/groups/g0040) is a cyberespionage group that was first observed in december 2015. while the group has not been definitively attributed, circumstantial evidence suggests the group may be a pro-indian or indian entity. [patchwork](https://attack.mitre.org/groups/g0040) has been seen targeting industries related to diplomatic and government agencies. much of the code used by this group was copied and pasted from online forums. [patchwork](https://attack.mitre.org/groups/g0040) was also seen operating spearphishing campaigns targeting u.s. think tank groups in march and april of 2018. (citation: cymmetria patchwork) (citation: symantec patchwork) (citation: trendmicro patchwork dec 2017) (citation: volexity patchwork june 2018)",mitre,2019-03-20 15:27:39.592136+01,2019-03-20 15:27:39.592136+01
4859,ac8f1fc65ef8b62cb56807b1a40ed529f9998ce9,https://s3-us-west-2.amazonaws.com/cymmetria-blog/public/unveiling_patchwork.pdf,"[patchwork](https://attack.mitre.org/groups/g0040) is a cyberespionage group that was first observed in december 2015. while the group has not been definitively attributed, circumstantial evidence suggests the group may be a pro-indian or indian entity. [patchwork](https://attack.mitre.org/groups/g0040) has been seen targeting industries related to diplomatic and government agencies. much of the code used by this group was copied and pasted from online forums. [patchwork](https://attack.mitre.org/groups/g0040) was also seen operating spearphishing campaigns targeting u.s. think tank groups in march and april of 2018. (citation: cymmetria patchwork) (citation: symantec patchwork) (citation: trendmicro patchwork dec 2017) (citation: volexity patchwork june 2018)",mitre_external_reference,2019-03-20 15:27:47.889654+01,2019-03-20 15:27:47.889654+01
4860,2ad417a43fc9dad8131cd3b0b982f8ff358b9c42,https://securelist.com/the-dropping-elephant-actor/75328/,"[patchwork](https://attack.mitre.org/groups/g0040) is a cyberespionage group that was first observed in december 2015. while the group has not been definitively attributed, circumstantial evidence suggests the group may be a pro-indian or indian entity. [patchwork](https://attack.mitre.org/groups/g0040) has been seen targeting industries related to diplomatic and government agencies. much of the code used by this group was copied and pasted from online forums. [patchwork](https://attack.mitre.org/groups/g0040) was also seen operating spearphishing campaigns targeting u.s. think tank groups in march and april of 2018. (citation: cymmetria patchwork) (citation: symantec patchwork) (citation: trendmicro patchwork dec 2017) (citation: volexity patchwork june 2018)",mitre_external_reference,2019-03-20 15:27:51.246644+01,2019-03-20 15:27:51.246644+01
4871,953f6db05f5641f3d8d3e142079f960d16d2381e,https://attack.mitre.org/groups/g0034,"[sandworm team](https://attack.mitre.org/groups/g0034) is a russian cyber espionage group that has operated since approximately 2009. the group likely consists of russian pro-hacktivists. [sandworm team](https://attack.mitre.org/groups/g0034) targets mainly ukrainian entities associated with energy, industrial control systems, scada, government, and media. [sandworm team](https://attack.mitre.org/groups/g0034) has been linked to the ukrainian energy sector attack in late 2015.
 (citation: isight sandworm 2014) (citation: crowdstrike voodoo bear)",mitre,2019-03-20 15:29:45.863308+01,2019-03-20 15:29:45.863308+01
4861,a1a83b56277fe9f33854b47b8d74eca082e270cb,http://www.symantec.com/connect/blogs/patchwork-cyberespionage-group-expands-targets-governments-wide-range-industries,"[patchwork](https://attack.mitre.org/groups/g0040) is a cyberespionage group that was first observed in december 2015. while the group has not been definitively attributed, circumstantial evidence suggests the group may be a pro-indian or indian entity. [patchwork](https://attack.mitre.org/groups/g0040) has been seen targeting industries related to diplomatic and government agencies. much of the code used by this group was copied and pasted from online forums. [patchwork](https://attack.mitre.org/groups/g0040) was also seen operating spearphishing campaigns targeting u.s. think tank groups in march and april of 2018. (citation: cymmetria patchwork) (citation: symantec patchwork) (citation: trendmicro patchwork dec 2017) (citation: volexity patchwork june 2018)",mitre_external_reference,2019-03-20 15:27:52.86478+01,2019-03-20 15:27:52.86478+01
4862,2524d063b414d4b639f0f6edaf23f6fb173ac93e,https://researchcenter.paloaltonetworks.com/2018/03/unit42-patchwork-continues-deliver-badnews-indian-subcontinent/,"[patchwork](https://attack.mitre.org/groups/g0040) is a cyberespionage group that was first observed in december 2015. while the group has not been definitively attributed, circumstantial evidence suggests the group may be a pro-indian or indian entity. [patchwork](https://attack.mitre.org/groups/g0040) has been seen targeting industries related to diplomatic and government agencies. much of the code used by this group was copied and pasted from online forums. [patchwork](https://attack.mitre.org/groups/g0040) was also seen operating spearphishing campaigns targeting u.s. think tank groups in march and april of 2018. (citation: cymmetria patchwork) (citation: symantec patchwork) (citation: trendmicro patchwork dec 2017) (citation: volexity patchwork june 2018)",mitre_external_reference,2019-03-20 15:27:52.93116+01,2019-03-20 15:27:52.93116+01
4863,b910f06ecd66d0a297e2043369b82a29cf770eee,https://www.forcepoint.com/sites/default/files/resources/files/forcepoint-security-labs-monsoon-analysis-report.pdf,"[patchwork](https://attack.mitre.org/groups/g0040) is a cyberespionage group that was first observed in december 2015. while the group has not been definitively attributed, circumstantial evidence suggests the group may be a pro-indian or indian entity. [patchwork](https://attack.mitre.org/groups/g0040) has been seen targeting industries related to diplomatic and government agencies. much of the code used by this group was copied and pasted from online forums. [patchwork](https://attack.mitre.org/groups/g0040) was also seen operating spearphishing campaigns targeting u.s. think tank groups in march and april of 2018. (citation: cymmetria patchwork) (citation: symantec patchwork) (citation: trendmicro patchwork dec 2017) (citation: volexity patchwork june 2018)",mitre_external_reference,2019-03-20 15:27:59.107636+01,2019-03-20 15:27:59.107636+01
4864,fe6b4819bbf4b7b5c664def98fb930d9f8ec1e5e,https://documents.trendmicro.com/assets/tech-brief-untangling-the-patchwork-cyberespionage-group.pdf,"[patchwork](https://attack.mitre.org/groups/g0040) is a cyberespionage group that was first observed in december 2015. while the group has not been definitively attributed, circumstantial evidence suggests the group may be a pro-indian or indian entity. [patchwork](https://attack.mitre.org/groups/g0040) has been seen targeting industries related to diplomatic and government agencies. much of the code used by this group was copied and pasted from online forums. [patchwork](https://attack.mitre.org/groups/g0040) was also seen operating spearphishing campaigns targeting u.s. think tank groups in march and april of 2018. (citation: cymmetria patchwork) (citation: symantec patchwork) (citation: trendmicro patchwork dec 2017) (citation: volexity patchwork june 2018)",mitre_external_reference,2019-03-20 15:29:23.033987+01,2019-03-20 15:29:23.033987+01
4865,9bc477a47830bc65dd94443e58696da5167a0a5a,https://www.volexity.com/blog/2018/06/07/patchwork-apt-group-targets-us-think-tanks/,"[patchwork](https://attack.mitre.org/groups/g0040) is a cyberespionage group that was first observed in december 2015. while the group has not been definitively attributed, circumstantial evidence suggests the group may be a pro-indian or indian entity. [patchwork](https://attack.mitre.org/groups/g0040) has been seen targeting industries related to diplomatic and government agencies. much of the code used by this group was copied and pasted from online forums. [patchwork](https://attack.mitre.org/groups/g0040) was also seen operating spearphishing campaigns targeting u.s. think tank groups in march and april of 2018. (citation: cymmetria patchwork) (citation: symantec patchwork) (citation: trendmicro patchwork dec 2017) (citation: volexity patchwork june 2018)",mitre_external_reference,2019-03-20 15:29:23.228394+01,2019-03-20 15:29:23.228394+01
4866,7b4c971ec2ab00a45ae7559e05004a93f3386e6c,https://attack.mitre.org/groups/g0014,[night dragon](https://attack.mitre.org/groups/g0014) is a campaign name for activity involving threat group that has conducted activity originating primarily in china. (citation: mcafee night dragon) the activity from this group is also known as musical chairs. (citation: arbor musical chairs feb 2018),mitre,2019-03-20 15:29:24.337564+01,2019-03-20 15:29:24.337564+01
4867,ab30fe72cd2f89960800edaf410735894ae47821,https://securingtomorrow.mcafee.com/wp-content/uploads/2011/02/mcafee_nightdragon_wp_draft_to_customersv1-1.pdf,[night dragon](https://attack.mitre.org/groups/g0014) is a campaign name for activity involving threat group that has conducted activity originating primarily in china. (citation: mcafee night dragon) the activity from this group is also known as musical chairs. (citation: arbor musical chairs feb 2018),mitre_external_reference,2019-03-20 15:29:36.726997+01,2019-03-20 15:29:36.726997+01
4868,c6b336406d18a7dde0e507adcca89eeee75436cc,https://www.arbornetworks.com/blog/asert/musical-chairs-playing-tetris/,[night dragon](https://attack.mitre.org/groups/g0014) is a campaign name for activity involving threat group that has conducted activity originating primarily in china. (citation: mcafee night dragon) the activity from this group is also known as musical chairs. (citation: arbor musical chairs feb 2018),mitre_external_reference,2019-03-20 15:29:39.553324+01,2019-03-20 15:29:39.553324+01
4869,d2cb659af9a336ade202de043b079ba660caa485,https://attack.mitre.org/groups/g0012,[darkhotel](https://attack.mitre.org/groups/g0012) is a threat group that has been active since at least 2004. the group has conducted activity on hotel and business center wi‑fi and physical connections as well as peer-to-peer and file sharing networks. the actors have also conducted spearphishing. (citation: kaspersky darkhotel),mitre,2019-03-20 15:29:39.687481+01,2019-03-20 15:29:39.687481+01
4910,0fdadb49c28ab891e33894aa32e6dce9184f9e58,https://www.fireeye.com/blog/threat-research/2016/05/windows-zero-day-payment-cards.html,"[fin8](https://attack.mitre.org/groups/g0061) is a financially motivated threat group known to launch tailored spearphishing campaigns targeting the retail, restaurant, and hospitality industries. (citation: fireeye obfuscation june 2017) (citation: fireeye fin8 may 2016)",mitre_external_reference,2019-03-20 15:33:35.1156+01,2019-03-20 15:33:35.1156+01
5311,da5cdbb039301c2909e564e85cd2c581768fe24a,http://normanshark.com/wp-content/uploads/2013/08/ns-unveiling-an-indian-cyberattack-infrastructure_final_web.pdf,"",groups_and_operations_sheet,2019-03-20 15:51:37.682848+01,2019-03-20 15:51:37.682848+01
4872,905f0fca36673afd81a3ff6527227c4aeeedbf51,https://www.fireeye.com/blog/threat-research/2016/01/ukraine-and-sandworm-team.html,"[sandworm team](https://attack.mitre.org/groups/g0034) is a russian cyber espionage group that has operated since approximately 2009. the group likely consists of russian pro-hacktivists. [sandworm team](https://attack.mitre.org/groups/g0034) targets mainly ukrainian entities associated with energy, industrial control systems, scada, government, and media. [sandworm team](https://attack.mitre.org/groups/g0034) has been linked to the ukrainian energy sector attack in late 2015.
 (citation: isight sandworm 2014) (citation: crowdstrike voodoo bear)",mitre_external_reference,2019-03-20 15:29:52.502454+01,2019-03-20 15:29:52.502454+01
4873,efd7b3a3a2bf6e3976411347dc9101fea70c9405,https://www.f-secure.com/documents/996508/1030745/blackenergy_whitepaper.pdf,"[sandworm team](https://attack.mitre.org/groups/g0034) is a russian cyber espionage group that has operated since approximately 2009. the group likely consists of russian pro-hacktivists. [sandworm team](https://attack.mitre.org/groups/g0034) targets mainly ukrainian entities associated with energy, industrial control systems, scada, government, and media. [sandworm team](https://attack.mitre.org/groups/g0034) has been linked to the ukrainian energy sector attack in late 2015.
 (citation: isight sandworm 2014) (citation: crowdstrike voodoo bear)",mitre_external_reference,2019-03-20 15:29:52.570028+01,2019-03-20 15:29:52.570028+01
4874,201e78eafec000897cb9479cebc067c2154846a5,https://www.crowdstrike.com/blog/meet-crowdstrikes-adversary-of-the-month-for-january-voodoo-bear/,"[sandworm team](https://attack.mitre.org/groups/g0034) is a russian cyber espionage group that has operated since approximately 2009. the group likely consists of russian pro-hacktivists. [sandworm team](https://attack.mitre.org/groups/g0034) targets mainly ukrainian entities associated with energy, industrial control systems, scada, government, and media. [sandworm team](https://attack.mitre.org/groups/g0034) has been linked to the ukrainian energy sector attack in late 2015.
 (citation: isight sandworm 2014) (citation: crowdstrike voodoo bear)",mitre_external_reference,2019-03-20 15:31:14.758273+01,2019-03-20 15:31:14.758273+01
4875,5916246e513548992559a87e8e8ddbd3dc84365c,https://attack.mitre.org/groups/g0051,[fin10](https://attack.mitre.org/groups/g0051) is a financially motivated threat group that has targeted organizations in north america since at least 2013 through 2016. the group uses stolen data exfiltrated from victims to extort organizations. (citation: fireeye fin10 june 2017),mitre,2019-03-20 15:31:14.822443+01,2019-03-20 15:31:14.822443+01
4876,45e5e8199a0cc4d393f49136a3f20bc8558243a4,https://www2.fireeye.com/rs/848-did-242/images/rpt-fin10.pdf,[fin10](https://attack.mitre.org/groups/g0051) is a financially motivated threat group that has targeted organizations in north america since at least 2013 through 2016. the group uses stolen data exfiltrated from victims to extort organizations. (citation: fireeye fin10 june 2017),mitre_external_reference,2019-03-20 15:31:22.283141+01,2019-03-20 15:31:22.283141+01
4877,b1b6f74c7c18830f0db7388cd1433ee3c09c9dbf,https://attack.mitre.org/groups/g0057,"",mitre,2019-03-20 15:31:22.48124+01,2019-03-20 15:31:22.48124+01
4878,5d4d3009acc56f83db2a3001261c8b9b1fe478b6,https://attack.mitre.org/groups/g0074,"[dragonfly 2.0](https://attack.mitre.org/groups/g0074) is a suspected russian group that has targeted government entities and multiple u.s. critical infrastructure sectors since at least march 2016. (citation: us-cert ta18-074a) (citation: symantec dragonfly sept 2017) there is debate over the extent of overlap between [dragonfly 2.0](https://attack.mitre.org/groups/g0074) and [dragonfly](https://attack.mitre.org/groups/g0035), but there is sufficient evidence to lead to these being tracked as two separate groups. (citation: fortune dragonfly 2.0 sept 2017)",mitre,2019-03-20 15:31:30.571754+01,2019-03-20 15:31:30.571754+01
4879,72b5ff4e1f62b6295fc00506bfb2fddeccefad8a,https://www.us-cert.gov/ncas/alerts/ta18-074a,"[dragonfly 2.0](https://attack.mitre.org/groups/g0074) is a suspected russian group that has targeted government entities and multiple u.s. critical infrastructure sectors since at least march 2016. (citation: us-cert ta18-074a) (citation: symantec dragonfly sept 2017) there is debate over the extent of overlap between [dragonfly 2.0](https://attack.mitre.org/groups/g0074) and [dragonfly](https://attack.mitre.org/groups/g0035), but there is sufficient evidence to lead to these being tracked as two separate groups. (citation: fortune dragonfly 2.0 sept 2017)",mitre_external_reference,2019-03-20 15:31:37.534624+01,2019-03-20 15:31:37.534624+01
4880,c593290592f4b00f9c8c5491240770c1addc98b6,https://www.symantec.com/connect/blogs/dragonfly-western-energy-sector-targeted-sophisticated-attack-group,"[dragonfly 2.0](https://attack.mitre.org/groups/g0074) is a suspected russian group that has targeted government entities and multiple u.s. critical infrastructure sectors since at least march 2016. (citation: us-cert ta18-074a) (citation: symantec dragonfly sept 2017) there is debate over the extent of overlap between [dragonfly 2.0](https://attack.mitre.org/groups/g0074) and [dragonfly](https://attack.mitre.org/groups/g0035), but there is sufficient evidence to lead to these being tracked as two separate groups. (citation: fortune dragonfly 2.0 sept 2017)",mitre_external_reference,2019-03-20 15:31:39.811473+01,2019-03-20 15:31:39.811473+01
4881,07b824435523a7fe8d174625bc39c0e8f7324ec0,http://fortune.com/2017/09/06/hack-energy-grid-symantec/,"[dragonfly 2.0](https://attack.mitre.org/groups/g0074) is a suspected russian group that has targeted government entities and multiple u.s. critical infrastructure sectors since at least march 2016. (citation: us-cert ta18-074a) (citation: symantec dragonfly sept 2017) there is debate over the extent of overlap between [dragonfly 2.0](https://attack.mitre.org/groups/g0074) and [dragonfly](https://attack.mitre.org/groups/g0035), but there is sufficient evidence to lead to these being tracked as two separate groups. (citation: fortune dragonfly 2.0 sept 2017)",mitre_external_reference,2019-03-20 15:31:39.887021+01,2019-03-20 15:31:39.887021+01
4882,93505229854381b5b5a32dd2605e6ee8d962707d,https://attack.mitre.org/groups/g0072,"[honeybee](https://attack.mitre.org/groups/g0072) is a campaign led by an unknown actor that targets humanitarian aid organizations and has been active in vietnam, singapore, argentina, japans, indonesia, and canada. it has been an active operation since august of 2017 and as recently as february 2018. (citation: mcafee honeybee)",mitre,2019-03-20 15:31:40.401302+01,2019-03-20 15:31:40.401302+01
4883,c5b88ff6787703bfa2f9d9766c9dbc30081c95d3,https://securingtomorrow.mcafee.com/mcafee-labs/mcafee-uncovers-operation-honeybee-malicious-document-campaign-targeting-humanitarian-aid-groups/,"[honeybee](https://attack.mitre.org/groups/g0072) is a campaign led by an unknown actor that targets humanitarian aid organizations and has been active in vietnam, singapore, argentina, japans, indonesia, and canada. it has been an active operation since august of 2017 and as recently as february 2018. (citation: mcafee honeybee)",mitre_external_reference,2019-03-20 15:31:48.467435+01,2019-03-20 15:31:48.467435+01
4884,0bf3412e4cea9395d08888b177df8c2748378da5,https://attack.mitre.org/groups/g0017,"[dragonok](https://attack.mitre.org/groups/g0017) is a threat group that has targeted japanese organizations with phishing emails. due to overlapping ttps, including similar custom tools, [dragonok](https://attack.mitre.org/groups/g0017) is thought to have a direct or indirect relationship with the threat group [moafee](https://attack.mitre.org/groups/g0002). (citation: operation quantum entanglement) it is known to use a variety of malware, including sysget/hellobridge, plugx, poisonivy, formerfirstrat, nflog, and newct. (citation: new dragonok)",mitre,2019-03-20 15:31:48.678964+01,2019-03-20 15:31:48.678964+01
